"","V1","V2","V3","V4","V5"
"LANCL2",-1,1,1,1,1
"IGSF21",1,1,-1,NA,1
"PLEKHA8P1",1,NA,NA,NA,0
"LRRC59",-1,-1,-1,NA,0
"ZNF507",1,-1,-1,-1,1
"ZFR",-1,-1,-1,-1,0
"MGAT2",1,1,-1,-1,1
"CDYL",1,1,-1,-1,1
"METTL9",-1,1,-1,1,1
"TP53I3",-1,1,1,-1,1
"CNN3-DT",-1,NA,NA,NA,0
"ALDH1L2",-1,-1,-1,1,1
"TIMM10",-1,1,1,1,1
"MIDN",-1,-1,-1,1,1
"IL15RA",-1,1,1,-1,1
"CLEC16A",1,1,1,-1,1
"DHRS13",-1,-1,-1,NA,0
"LGALS1",-1,1,1,1,1
"ANKRD36BP2",-1,NA,NA,-1,0
"LARP1B",-1,-1,-1,1,1
"WDTC1",1,1,-1,1,1
"DOCK4",1,-1,-1,-1,1
"LAPTM5",1,-1,-1,NA,1
"WIPF2",1,-1,-1,-1,1
"RRAGC",-1,-1,-1,-1,0
"PNMA1",1,1,-1,-1,1
"SMIM26",-1,1,1,NA,1
"WDR36",-1,1,-1,-1,1
"IRF1",1,1,-1,-1,1
"RBM28",1,-1,1,1,1
"BRD10",-1,NA,NA,NA,0
"TNNT2",1,-1,1,-1,1
"UNC5C",-1,-1,-1,NA,0
"MAPK15",1,-1,-1,NA,1
"DCK",-1,1,-1,1,1
"SLC9A7",-1,1,-1,NA,1
"TMEM258",-1,1,1,NA,1
"LOC105377743",1,NA,NA,NA,0
"HAPLN1",-1,-1,-1,-1,0
"CYTOR",-1,NA,NA,NA,0
"SEPTIN6",-1,NA,NA,NA,0
"RTL8B",1,1,1,NA,0
"ATP1A1",1,1,1,-1,1
"IPCEF1",-1,1,-1,-1,1
"ZNF704",1,1,-1,-1,1
"UACA",-1,1,1,1,1
"MSC-AS1",-1,NA,NA,NA,0
"MAP3K9-DT",1,NA,NA,NA,0
"DSTN",-1,1,1,-1,1
"USP46",1,1,-1,-1,1
"TYSND1",-1,1,1,1,1
"MIER3",1,1,-1,-1,1
"SNX12",-1,1,1,1,1
"FAM110C",-1,-1,-1,NA,0
"CA14",1,-1,-1,-1,1
"CPNE1",-1,-1,1,1,1
"RAD52",-1,-1,1,-1,1
"LY6G6D",1,-1,1,-1,1
"AOC1",1,1,1,NA,0
"PDE10A",-1,-1,-1,1,1
"PIK3CA-DT",1,NA,NA,NA,0
"LOC401261",1,NA,NA,NA,0
"107984032",1,NA,NA,NA,0
"ATG12",-1,1,-1,-1,1
"UNK",1,-1,-1,-1,1
"TNFSF4",1,1,1,1,0
"LLPH",1,1,1,-1,1
"LOC101928525",-1,NA,NA,NA,0
"SHE",1,1,1,-1,1
"EPS8L2",1,-1,1,NA,1
"DPP3",1,1,1,-1,1
"FAR2P2",1,NA,NA,NA,0
"CDH19",-1,-1,1,-1,1
"ZNF496",-1,-1,-1,-1,0
"TMEM151B",1,-1,-1,1,1
"PLSCR4",1,-1,-1,1,1
"ZNF710",1,1,1,-1,1
"SLC47A2",1,-1,1,1,1
"PKHD1L1",-1,-1,-1,1,1
"PRR5-ARHGAP8",1,-1,1,1,1
"ARHGAP8",1,-1,1,1,1
"CGN",1,-1,1,1,1
"NBPF20",-1,1,-1,NA,1
"LINC02209",1,NA,NA,NA,0
"TMEM213",1,-1,-1,-1,1
"USP35",-1,-1,-1,-1,0
"OGG1",1,1,-1,1,1
"LINC01567",1,NA,NA,NA,0
"KNSTRN",1,-1,1,NA,1
"PPWD1",-1,-1,-1,1,1
"TMF1",-1,-1,-1,-1,0
"CD82",1,1,-1,1,1
"ZBTB25",-1,1,-1,NA,1
"SLFN5",-1,1,-1,1,1
"SNHG20",1,NA,NA,NA,0
"AKT1S1",-1,1,1,-1,1
"PPP1R14B",-1,1,1,-1,1
"MAP3K12",1,-1,-1,1,1
"TMCC3",1,-1,-1,-1,1
"H2BC9",1,NA,NA,NA,0
"PITPNM2-AS1",1,NA,NA,NA,0
"ARSG",-1,1,-1,-1,1
"IGSF11",1,-1,-1,-1,1
"LOC105378606",1,NA,NA,NA,0
"FCRL3",-1,-1,-1,-1,0
"103344718",1,NA,NA,NA,0
"GOSR1",-1,-1,-1,1,1
"GRAMD4",-1,1,-1,-1,1
"USP21",1,-1,1,-1,1
"VHL",-1,-1,-1,1,1
"H19",1,NA,NA,1,0
"FAM227B",-1,-1,-1,NA,0
"MRPL39",-1,1,-1,-1,1
"MPHOSPH10P1",1,NA,NA,NA,0
"ULK2",1,-1,-1,-1,1
"STAP1",-1,1,-1,-1,1
"RGPD6",-1,-1,-1,NA,0
"TAF11",-1,1,1,-1,1
"PIGH",-1,-1,-1,-1,0
"NAA16",-1,-1,-1,1,1
"DCTPP1",-1,1,1,-1,1
"FCER2",-1,1,-1,-1,1
"TIMM8B",-1,1,1,1,1
"TMEM30B",1,1,-1,NA,1
"GCA",1,1,-1,1,1
"IDNK",1,1,1,NA,0
"MRPL47",-1,1,1,-1,1
"THOC2",1,-1,1,1,1
"NHLH2",1,-1,-1,1,1
"MMP23B",1,1,1,-1,1
"KLHL36",1,-1,-1,1,1
"CASTOR1",1,1,1,NA,0
"USF2",-1,-1,-1,1,1
"GFI1B",1,1,1,1,0
"UBR3",-1,-1,-1,-1,0
"LRRC20",1,1,1,NA,0
"NOP53",-1,1,1,NA,1
"GBA1LP",1,NA,NA,NA,0
"AZIN2",1,1,-1,NA,1
"CIDECP1",-1,NA,NA,NA,0
"105379857",1,NA,NA,NA,0
"FLOT2",-1,-1,1,1,1
"RPGRIP1L",1,-1,-1,-1,1
"SMN1",-1,-1,-1,1,1
"EFNA5",1,-1,1,-1,1
"PARG",-1,1,-1,1,1
"HACL1",-1,1,1,1,1
"RPL12",-1,-1,1,1,1
"ING3",-1,1,-1,1,1
"ZBTB1",-1,1,-1,1,1
"TM9SF1",1,-1,-1,1,1
"BACE1",-1,-1,-1,1,1
"PNKP",1,-1,1,-1,1
"ZNF430",-1,-1,-1,-1,0
"SEPTIN8",-1,NA,NA,NA,0
"R3HDM4",-1,-1,1,NA,1
"CCDC90B",-1,1,-1,1,1
"CCHCR1",1,-1,1,-1,1
"RDH5",1,-1,1,-1,1
"MYCBP2",-1,1,-1,1,1
"KIF3B",1,NA,NA,-1,1
"PIAS1",1,1,1,1,0
"ATP6AP2",-1,1,-1,1,1
"LPP",-1,-1,-1,-1,0
"NEIL2",-1,1,1,-1,1
"RAD51AP1",-1,1,-1,-1,1
"LOC107987007",1,NA,NA,NA,0
"CCDC25",-1,1,-1,1,1
"SLC22A18AS",1,1,1,-1,1
"CD84",-1,1,-1,1,1
"LOC107987224",1,NA,NA,NA,0
"RPL34",-1,1,1,-1,1
"ATRNL1",-1,1,-1,NA,1
"ANKRD65",1,-1,1,NA,1
"C2orf66",1,-1,-1,NA,1
"TMEM220",-1,-1,-1,NA,0
"AIF1",-1,1,1,1,1
"ATP12A",1,-1,-1,-1,1
"ZBED2",1,NA,NA,-1,1
"MIER1",-1,1,-1,-1,1
"ZNF329",-1,1,-1,-1,1
"FKBP3",-1,-1,-1,1,1
"CHSY1",1,-1,-1,1,1
"DHX15",-1,-1,1,1,1
"EIF2B1",-1,1,1,1,1
"XNDC1N",-1,NA,NA,NA,0
"HUWE1",1,-1,1,1,1
"RUNX1",-1,-1,-1,-1,0
"ESM1",-1,-1,-1,1,1
"SCMH1",1,-1,-1,-1,1
"WHAMM",-1,-1,1,-1,1
"LOC101929185",1,NA,NA,NA,0
"MRPS11",-1,1,1,-1,1
"PITPNM1",1,-1,-1,1,1
"SNX22",1,1,1,-1,1
"FAM197Y2",1,NA,NA,NA,0
"MRO",1,1,-1,1,1
"SGPL1",-1,1,-1,1,1
"107986114",-1,NA,NA,NA,0
"ADAMTS6",-1,-1,-1,1,1
"RINT1",1,-1,1,-1,1
"LINC00671",1,NA,NA,NA,0
"SH3RF1",1,-1,-1,-1,1
"RNF103",-1,-1,-1,1,1
"SDHD",-1,1,-1,-1,1
"S100Z",1,1,-1,1,1
"SYN3",1,-1,-1,1,1
"STARD4",-1,-1,-1,NA,0
"CAPN7",-1,-1,-1,NA,0
"KIF7",-1,-1,-1,-1,0
"MOAP1",1,1,-1,NA,1
"HUNK",1,-1,-1,1,1
"XKR5",1,-1,-1,1,1
"SNORA65",-1,NA,NA,-1,0
"DTNA",-1,-1,-1,-1,0
"CYTB",1,NA,NA,-1,1
"MPRIP",-1,-1,1,1,1
"LOC105378116",1,NA,NA,NA,0
"MAMDC2",1,-1,-1,1,1
"FAM197Y7",1,NA,NA,NA,0
"TLR2",1,1,-1,-1,1
"P4HB",-1,1,1,-1,1
"NEMP1",-1,-1,1,NA,1
"LOC107987027",1,NA,NA,NA,0
"ACBD7-DCLRE1CP1",1,NA,NA,NA,0
"STARD4-AS1",-1,NA,NA,NA,0
"USP38",1,1,-1,-1,1
"PHTF1",-1,-1,-1,-1,0
"ARHGAP4",-1,1,1,1,1
"SLC28A1",1,1,1,1,0
"CFHR3",-1,-1,1,-1,1
"NDUFB1",-1,1,1,NA,1
"HS3ST3A1",-1,-1,-1,NA,0
"RFPL4A",1,1,-1,1,1
"G3BP2",-1,1,-1,-1,1
"TRIM39-RPP21",1,-1,1,1,1
"MTHFR",-1,-1,-1,1,1
"FKBP8",-1,1,1,1,1
"TMEFF1",-1,NA,NA,NA,0
"TUBB2B",1,1,-1,NA,1
"TRAF3IP3",-1,1,1,-1,1
"ID2",-1,1,-1,-1,1
"ZNF711",-1,-1,-1,-1,0
"ACOT13",-1,1,1,1,1
"RPS6KA1",1,1,1,1,0
"RAB4B",1,-1,1,1,1
"CROCCP2",-1,NA,NA,1,1
"SRP72",-1,-1,-1,-1,0
"PPP4R3A",-1,1,-1,NA,1
"TNFRSF10A",-1,-1,-1,1,1
"KCNH1",-1,-1,-1,-1,0
"GOLGA6L3P",1,NA,NA,NA,0
"FAM224A",-1,NA,NA,NA,0
"ZNF703",-1,NA,NA,NA,0
"TACR3",1,NA,NA,1,0
"TTTY14",-1,NA,NA,-1,0
"RB1CC1",-1,1,-1,1,1
"CS",1,-1,1,1,1
"PIP4K2A",-1,-1,-1,-1,0
"NLGN1",1,1,-1,-1,1
"RNF217",-1,-1,-1,-1,0
"LOC105373881",1,NA,NA,NA,0
"MPHOSPH6",-1,-1,-1,-1,0
"TRIM59",-1,-1,1,-1,1
"CTSO",1,NA,NA,NA,0
"LOC107984548",1,NA,NA,NA,0
"ZNF616",1,-1,-1,-1,1
"FGF7P3",1,NA,NA,NA,0
"SLC7A5",1,-1,-1,1,1
"NFKBIZ",-1,-1,-1,1,1
"METTL4",-1,1,1,1,1
"BATF",-1,1,1,-1,1
"TLX1",1,-1,1,-1,1
"NR1H3",-1,1,1,1,1
"IGFLR1",1,1,1,NA,0
"DMBX1",1,-1,1,NA,1
"EIF2A",-1,1,1,1,1
"SENP3",1,-1,1,-1,1
"DDX3Y",-1,-1,-1,-1,0
"CORO7-PAM16",-1,1,1,NA,1
"TTC1",-1,1,1,NA,1
"PAX5",-1,1,1,-1,1
"LINC01492",1,NA,NA,NA,0
"LDB1",-1,-1,-1,1,1
"FGFRL1",1,-1,1,-1,1
"GSN",-1,1,1,1,1
"SUPV3L1",-1,1,1,-1,1
"TRMT5",-1,1,-1,-1,1
"CASKIN2",1,-1,-1,NA,1
"LIG3",1,-1,-1,1,1
"KIFBP",1,NA,NA,NA,0
"FCAR",1,-1,-1,-1,1
"ADTRP",-1,-1,-1,NA,0
"TNFAIP8L2-SCNM1",-1,NA,NA,NA,0
"LOC107985541",1,NA,NA,NA,0
"KRT79",1,1,1,1,0
"CEACAM1",1,-1,-1,-1,1
"112268238",1,NA,NA,NA,0
"SPMAP1",1,NA,NA,NA,0
"SNORA73A",-1,NA,NA,NA,0
"PVRIG",1,1,1,-1,1
"TCEANC",1,1,-1,1,1
"CALM2",-1,1,1,NA,1
"CCNY",-1,1,-1,1,1
"IGFL1",1,NA,NA,1,0
"GAGE12G",1,1,1,NA,0
"TGFB2",1,1,-1,-1,1
"C1QTNF2",-1,NA,NA,-1,0
"MPHOSPH9",-1,1,-1,NA,1
"MTX3",-1,-1,-1,-1,0
"TNXA",1,NA,NA,NA,0
"MAJIN",-1,-1,1,NA,1
"PLCXD3",1,1,-1,-1,1
"CBR1",-1,-1,1,1,1
"DECR2",1,-1,1,1,1
"SEMA3E",1,0,-1,NA,1
"DLG1",-1,1,-1,1,1
"ZNF723",1,NA,NA,NA,0
"RPP40",-1,-1,-1,-1,0
"AGXT",1,-1,-1,-1,1
"LOC112268151",1,NA,NA,NA,0
"UCN3",-1,NA,NA,-1,0
"ITGAV",-1,-1,-1,-1,0
"NTRK3",-1,-1,-1,1,1
"SCCPDH",-1,NA,NA,NA,0
"SMIM38",1,-1,-1,NA,1
"MYL5",-1,-1,1,1,1
"STEEP1",-1,NA,NA,NA,0
"CYTH4",-1,-1,-1,1,1
"TMEM241",-1,-1,-1,NA,0
"SNORA73B",-1,NA,NA,NA,0
"CTNND2",1,1,1,-1,1
"PCAT7",1,NA,NA,NA,0
"LOC107984974",1,NA,NA,NA,0
"HYAL2",1,-1,-1,1,1
"MAP2K5",-1,1,1,-1,1
"TTLL11",-1,1,1,-1,1
"TRIM23",-1,1,-1,1,1
"CLDN7",1,-1,1,NA,1
"ZAR1",1,1,1,1,0
"SLC15A4",-1,1,1,1,1
"HSH2D",1,-1,-1,1,1
"RPL27",-1,1,1,NA,1
"THAP3P1",1,NA,NA,NA,0
"NUDT21",-1,-1,-1,1,1
"RPS24",-1,1,1,-1,1
"UCK1",1,1,1,NA,0
"POMK",-1,1,-1,NA,1
"SRR",1,-1,-1,1,1
"SLC11A1",1,-1,-1,-1,1
"STAC3",1,1,1,-1,1
"ORC5",-1,-1,1,-1,1
"C2orf88",1,-1,-1,1,1
"NLRP2",1,-1,1,-1,1
"DMAP1",-1,-1,1,-1,1
"ANGPTL5",1,1,-1,1,1
"NIPSNAP2",1,1,-1,NA,1
"ANO4",-1,-1,1,1,1
"TIMM17B",-1,1,1,NA,1
"WDR47",-1,-1,-1,1,1
"S1PR2",1,NA,NA,1,0
"GUCY1B1",-1,1,-1,NA,1
"CSPG4",-1,-1,1,-1,1
"PCLO",1,1,-1,-1,1
"LINC02071",1,NA,NA,NA,0
"VPS28",1,1,1,-1,1
"ACSS2",1,-1,1,1,1
"PDIA6",-1,1,-1,1,1
"RERGL",-1,1,1,-1,1
"LILRB2",1,1,1,1,0
"MSL2",-1,1,-1,-1,1
"FADS2",1,1,-1,-1,1
"COL6A4P2",-1,NA,NA,-1,0
"CEBPG",-1,-1,1,1,1
"MKRN2",1,-1,-1,1,1
"MAPKAPK5-AS1",-1,NA,NA,NA,0
"RGPD8",-1,-1,-1,NA,0
"GSTO2",1,-1,1,-1,1
"CRABP2",-1,1,-1,1,1
"DHX36",-1,1,-1,1,1
"MIR4458HG",-1,NA,NA,NA,0
"VEZF1",1,1,-1,-1,1
"PALMD",-1,-1,1,-1,1
"TPTE2P6",1,NA,NA,-1,1
"MYO1D",-1,-1,1,1,1
"LOC105371498",1,NA,NA,NA,0
"NFE2",1,1,1,-1,1
"BACH2",-1,1,-1,-1,1
"GTF3C3",-1,-1,-1,-1,0
"EFR3B",1,-1,-1,1,1
"TSEN54",-1,-1,1,-1,1
"AGAP10P",1,NA,NA,NA,0
"ILF3-DT",1,NA,NA,NA,0
"ZNF737",-1,NA,NA,NA,0
"DECR1",1,1,1,-1,1
"CBX3",-1,1,1,1,1
"SNRPF",-1,1,1,-1,1
"GCNT3",-1,-1,-1,-1,0
"COG6",-1,1,1,1,1
"ZNF271P",-1,NA,NA,NA,0
"C6orf62",-1,1,-1,1,1
"LINC00221",-1,NA,NA,-1,0
"OSBPL3",-1,-1,-1,-1,0
"KRT17P2",1,NA,NA,NA,0
"DAGLB",1,1,1,-1,1
"BRWD1",-1,1,-1,-1,1
"NTSR1",1,-1,1,1,1
"MAPK8IP3",-1,-1,-1,1,1
"BTBD3",-1,-1,-1,NA,0
"TATDN3",-1,1,-1,1,1
"MITF",-1,1,-1,1,1
"GPKOW",-1,NA,NA,-1,0
"ARMC8",-1,-1,-1,1,1
"ATP6V1E2",-1,1,-1,NA,1
"LOC101929479",1,NA,NA,NA,0
"TRIM67",1,-1,-1,1,1
"USP45",-1,-1,-1,-1,0
"PRKCQ-AS1",-1,NA,NA,NA,0
"PRUNE2",-1,-1,-1,1,1
"LY6H",1,-1,1,1,1
"SLN",-1,1,1,-1,1
"IL10RA",-1,1,-1,1,1
"NCS1",-1,-1,-1,-1,0
"LALBA",1,NA,1,-1,1
"TPTE2P3",1,NA,NA,1,0
"RPS6KA5",1,1,-1,1,1
"APCDD1",1,1,-1,NA,1
"105374314",1,NA,NA,NA,0
"LOC105371578",1,NA,NA,NA,0
"CT45A8",1,1,1,NA,0
"NAT8",1,-1,-1,1,1
"RAB39A",-1,NA,NA,NA,0
"LOC101929050",1,NA,NA,NA,0
"ZNF788P",1,NA,NA,NA,0
"WFDC10B",1,-1,1,NA,1
"TAF1D",-1,-1,1,1,1
"GPX5",1,1,1,-1,1
"AP1AR",-1,1,-1,NA,1
"CNOT4",1,1,1,1,0
"ATF5",-1,1,1,-1,1
"CMC1",-1,1,-1,1,1
"FAM185A",-1,-1,-1,-1,0
"MIR99AHG",-1,NA,NA,NA,0
"UFSP2",-1,1,1,1,1
"GPAT4",-1,-1,-1,NA,0
"NAXD",1,-1,1,NA,1
"KIF1B",1,1,-1,-1,1
"ATAD2",-1,1,-1,NA,1
"LSR",1,1,1,-1,1
"TNFSF11",-1,1,-1,1,1
"C15orf61",1,1,1,1,0
"KLF13",1,1,1,-1,1
"LOC105371864",1,NA,NA,NA,0
"LOC105376829",1,NA,NA,NA,0
"TNFRSF9",-1,1,-1,-1,1
"PLTP",-1,1,1,-1,1
"TMUB2",1,1,1,1,0
"APLP2",1,1,-1,1,1
"PPP1R13B",1,-1,1,-1,1
"R3HDML",1,NA,NA,-1,1
"BRPF1",1,-1,1,NA,1
"GPRC5D-AS1",1,NA,NA,NA,0
"PLPBP",-1,-1,-1,NA,0
"ZFYVE16",-1,1,-1,NA,1
"SNHG16",1,NA,NA,NA,0
"SBDSP1",-1,NA,NA,-1,0
"GABARAPL1",-1,-1,1,1,1
"HOMER1",1,-1,-1,1,1
"IGLJ1",1,NA,NA,NA,0
"PACSIN2",1,-1,-1,-1,1
"TIPRL",-1,-1,-1,NA,0
"IL3RA",1,1,1,1,0
"DLEU1",-1,NA,NA,NA,0
"UPF1",1,1,1,1,0
"PRKCH",-1,-1,-1,NA,0
"MLXIP",1,-1,-1,-1,1
"RP1L1",1,-1,-1,-1,1
"HOXB-AS3",1,NA,NA,NA,0
"BICC1",-1,-1,-1,-1,0
"AKAP8L",1,-1,1,1,1
"CCDC144A",-1,1,-1,1,1
"PRLH",1,-1,1,1,1
"PDHA1",-1,-1,1,1,1
"TOB1-AS1",1,NA,NA,NA,0
"112267959",1,NA,NA,NA,0
"ATP11A",1,-1,-1,-1,1
"SLC7A5P2",1,NA,NA,NA,0
"PPP1R14A",-1,1,1,-1,1
"PUS1",-1,-1,1,-1,1
"COQ8A",1,1,1,NA,0
"LINC00899",-1,NA,NA,NA,0
"OR2A1-AS1",1,NA,NA,NA,0
"STK26",1,-1,1,NA,1
"RNH1",-1,1,1,NA,1
"TREML2",1,NA,NA,1,0
"METTL22",1,-1,1,1,1
"GFAP",1,-1,1,1,1
"DUXAP10",1,NA,NA,NA,0
"ICE1",1,-1,-1,NA,1
"USP9Y",-1,-1,-1,-1,0
"105371312",1,NA,NA,NA,0
"PLLP",1,1,-1,-1,1
"FTLP10",1,NA,NA,1,0
"CCNB1IP1",-1,-1,1,1,1
"AASDH",-1,1,1,-1,1
"ZNF718",1,1,-1,-1,1
"AGER",1,1,1,1,0
"LOC105379481",1,NA,NA,NA,0
"HECA",1,NA,NA,1,0
"MYO9B",-1,1,1,1,1
"UGGT2",-1,-1,-1,-1,0
"LOC105375634",1,NA,NA,NA,0
"LOC112268118",1,NA,NA,NA,0
"SMARCA1",-1,1,-1,1,1
"HAUS4",-1,1,-1,1,1
"SCIMP",1,1,-1,NA,1
"LOC645261",1,NA,NA,1,0
"CXorf66",1,NA,NA,-1,1
"CH25H",1,-1,1,-1,1
"DDA1",-1,1,-1,NA,1
"DLEU2",1,NA,NA,NA,0
"ZNF528",1,-1,-1,-1,1
"PTPN11",-1,1,-1,-1,1
"NCKAP5L",-1,-1,1,-1,1
"IGFBP7",-1,1,-1,1,1
"RBP2",-1,1,1,1,1
"PTPN12",1,1,-1,-1,1
"PDCL3P4",1,NA,NA,NA,0
"EP300-AS1",1,NA,NA,NA,0
"LINC00662",1,NA,NA,NA,0
"PHIP",-1,1,-1,-1,1
"TRGC1",1,NA,NA,NA,0
"DDX12P",1,NA,NA,NA,0
"SEPHS1",-1,1,-1,NA,1
"NBPF14",-1,1,-1,-1,1
"FMO1",1,1,-1,1,1
"BTG3",-1,1,-1,-1,1
"NOX5",-1,-1,-1,NA,0
"MMP17",-1,-1,1,-1,1
"LINC01532",1,NA,NA,NA,0
"PSMA3",-1,1,1,1,1
"SNHG4",-1,NA,NA,NA,0
"HSBP1L1",-1,-1,1,1,1
"MTARC2",-1,NA,NA,NA,0
"PLCG1",-1,-1,-1,1,1
"MX2",1,-1,-1,-1,1
"KLHL15",-1,1,-1,1,1
"SLC22A23",1,-1,-1,-1,1
"LACC1",-1,1,-1,1,1
"LINC00330",1,NA,NA,NA,0
"GTPBP3",-1,-1,-1,-1,0
"LOC101927572",-1,NA,NA,NA,0
"ABCB7",1,1,-1,1,1
"SNX25",-1,-1,1,1,1
"SLC8A3",1,1,-1,-1,1
"AP4E1",-1,-1,1,NA,1
"ZRSR2",1,1,1,-1,1
"101928096",1,NA,NA,NA,0
"PPP2R3C",-1,1,1,1,1
"TPRN",1,1,1,-1,1
"HLF",1,-1,-1,-1,1
"TTI1",1,-1,1,1,1
"DDX18",1,-1,-1,NA,1
"CDKN2AIPNL",-1,-1,1,1,1
"MSANTD2",-1,-1,1,NA,1
"UBR4",1,-1,1,-1,1
"ASB11",1,1,-1,1,1
"TOMM7",-1,1,1,-1,1
"VPS13A",-1,-1,1,-1,1
"GPR199P",1,NA,NA,NA,0
"CT45A3",1,1,-1,NA,1
"TMEM14B",-1,1,1,-1,1
"LOC105374127",1,NA,NA,NA,0
"LPIN2",1,1,-1,1,1
"LOC107984766",1,NA,NA,NA,0
"ANKRD20A1",1,-1,-1,-1,1
"HACE1",-1,-1,-1,1,1
"WASL",-1,NA,NA,-1,0
"MAGEB18",1,NA,NA,NA,0
"ABLIM1",1,1,-1,-1,1
"GGA1",-1,-1,1,-1,1
"LINC00102",1,NA,NA,NA,0
"LRRC10B",1,NA,NA,1,0
"QPCTL",-1,-1,-1,NA,0
"SERPINF1",-1,1,1,1,1
"ILF3",-1,-1,1,1,1
"LINC01633",1,NA,NA,NA,0
"BANK1",-1,1,-1,1,1
"SLC26A9",1,-1,1,1,1
"PTPRN2-AS1",1,NA,NA,NA,0
"CC2D1B",1,-1,1,-1,1
"EIF5B",-1,-1,-1,-1,0
"THYN1",-1,1,1,1,1
"ZSCAN9",-1,-1,1,NA,1
"TGIF2",1,1,1,1,0
"SEMA3B",1,1,1,-1,1
"SDR39U1",1,-1,1,1,1
"LOC102723842",1,NA,NA,NA,0
"DENND5B",-1,-1,-1,-1,0
"CCDC136",-1,-1,-1,-1,0
"ADH6",-1,-1,-1,-1,0
"LOC107984960",1,NA,NA,NA,0
"CNOT9",-1,-1,-1,NA,0
"CCNA2",-1,-1,-1,-1,0
"SNX7",-1,1,-1,1,1
"LOC105372249",1,NA,NA,NA,0
"SHCBP1",-1,-1,1,-1,1
"HSD17B6",1,1,1,1,0
"LOC102723553",-1,NA,NA,NA,0
"STRAP",-1,1,1,1,1
"KLK9",1,-1,1,1,1
"TRMU",-1,-1,-1,-1,0
"EIF3C",1,1,1,1,0
"LOC105378561",1,NA,NA,NA,0
"ENTREP3",1,NA,NA,NA,0
"CD300E",1,-1,-1,1,1
"AOC4P",1,NA,NA,NA,0
"TAMM41",-1,-1,1,NA,1
"PGP",-1,1,1,1,1
"HORMAD2-AS1",1,NA,NA,NA,0
"VEZT",-1,1,-1,-1,1
"FAM197Y3",1,NA,NA,NA,0
"OR7E5P",1,NA,NA,NA,0
"SNORA48B",1,NA,NA,NA,0
"IDH3B",-1,-1,1,-1,1
"SLC22A1",-1,1,1,1,1
"BTNL9",1,-1,1,-1,1
"KIAA1143",1,1,-1,1,1
"SGSM3",1,-1,1,-1,1
"TUSC3",-1,-1,-1,-1,0
"TRAF3IP2-AS1",1,NA,NA,NA,0
"ZCCHC7",-1,1,-1,1,1
"ACTE1P",1,NA,NA,NA,0
"ZNF660-ZNF197",-1,NA,NA,NA,0
"SLC25A3",1,1,1,NA,0
"ZNF276",-1,-1,1,-1,1
"NDFIP2",-1,-1,-1,-1,0
"CCSER1",-1,1,-1,NA,1
"MYSM1",-1,-1,-1,1,1
"PSME2",-1,1,1,1,1
"ZNF582",-1,1,-1,NA,1
"NT5C2",-1,-1,-1,-1,0
"SNRNP25",1,1,1,1,0
"SPATS2L",-1,1,-1,1,1
"FKBP1AP1",1,NA,NA,NA,0
"RBFOX2",-1,-1,-1,-1,0
"RPA2",1,1,-1,-1,1
"LBH",-1,1,-1,-1,1
"COA4",-1,-1,1,NA,1
"C12orf76",1,1,1,1,0
"FAT1",-1,-1,1,-1,1
"SLC39A13",1,-1,1,1,1
"LINC00597",1,NA,NA,NA,0
"DEFA5",1,NA,NA,-1,1
"PIGT",1,1,1,-1,1
"CORO7",-1,-1,1,NA,1
"STMP1",-1,1,-1,NA,1
"PALLD",1,-1,-1,1,1
"TP53INP1",-1,-1,-1,1,1
"TMEM145",1,-1,-1,1,1
"MAPK13",-1,-1,-1,-1,0
"KLHDC2",-1,1,-1,NA,1
"PNPLA8",-1,1,-1,-1,1
"TEP1",1,1,1,NA,0
"IGLC1",1,NA,NA,NA,0
"IGLL5",1,1,-1,1,1
"PIR",-1,1,1,1,1
"PRKRIP1",-1,-1,1,1,1
"CCL3L3",-1,NA,NA,-1,0
"TMEM50B",-1,-1,1,-1,1
"SNU13",-1,1,-1,NA,1
"PIK3R1",1,-1,-1,1,1
"RPL36",-1,1,1,1,1
"DIDO1",1,-1,-1,1,1
"MSX2",-1,1,-1,1,1
"RAPGEF6",-1,1,-1,1,1
"GBP4",1,1,1,-1,1
"ZNRF1",-1,1,1,-1,1
"CUTA",1,1,1,NA,0
"LCORL",-1,1,-1,1,1
"RCBTB1",-1,-1,-1,-1,0
"FANCL",-1,1,1,-1,1
"LOC105370077",1,NA,NA,NA,0
"VWDE",-1,-1,1,1,1
"ZNF141",-1,-1,-1,1,1
"LINC02018",1,NA,NA,NA,0
"FAP",-1,-1,1,1,1
"ZDHHC12",-1,1,1,-1,1
"CCDC51",-1,1,1,-1,1
"CACNA1A",1,-1,-1,-1,1
"LASP1NB",-1,NA,NA,NA,0
"TCEAL4",-1,1,1,1,1
"CD40",1,1,1,1,0
"LOC105376352",1,NA,NA,NA,0
"EMC2",-1,1,-1,NA,1
"DAXX",1,1,1,1,0
"NAPEPLD",-1,1,-1,-1,1
"CHMP1B",1,1,-1,-1,1
"PRSS57",1,1,1,1,0
"ATP6V0C",1,-1,1,-1,1
"POLD1",1,1,1,-1,1
"LOC107985405",1,NA,NA,NA,0
"KCMF1",1,1,-1,-1,1
"HARS2",-1,-1,-1,-1,0
"NBR2",-1,NA,NA,-1,0
"PDLIM7",1,-1,1,-1,1
"RPL21",1,1,1,1,0
"GOLGA6L10",1,-1,-1,-1,1
"COX20",-1,-1,1,NA,1
"TMEM44",1,-1,1,1,1
"ARHGAP23",1,-1,-1,1,1
