"","study_1","study_2","study_3","study_4"
"QRFPR",0.617988307121335,0,0.786187288285245,0
"UPK1A-AS1",1,0,0,0
"MBLAC1",1,0,0,0
"LOC105377523",1,0,0,0
"RFLNA",1,0,0,0
"ANKS4B",1,0,0,0
"TBC1D29P",1,0,0,0
"PRAMEF13",0.589094188963293,0,0,0.808064376476083
"FUT9",1,0,0,0
"105371686",1,0,0,0
"LOC105379252",1,0,0,0
"SH3TC2",1,0,0,0
"MEI1",1,0,0,0
"CHIAP2",1,0,0,0
"FAM239B",1,0,0,0
"LINC00092",1,0,0,0
"LINC02532",1,0,0,0
"ZNF664-RFLNA",1,0,0,0
"OR2L5",1,0,0,0
"DEFB124",0.742108238521282,0.670280062599836,0,0
"C10orf90",1,0,0,0
"AQP7B",1,0,0,0
"SPDYE7P",1,0,0,0
"105372478",1,0,0,0
"NMRK2",0.617988307121335,0,0.786187288285245,0
"AGMAT",1,0,0,0
"FOXL2NB",1,0,0,0
"PAGE1",1,0,0,0
"105371219",1,0,0,0
"SLC35G4",1,0,0,0
"PRAMEF27",1,0,0,0
"MT1A",0.742108238521282,0.670280062599836,0,0
"LINC01940",1,0,0,0
"LPAR6",1,0,0,0
"CBY2",1,0,0,0
"COL1A1",1,0,0,0
"107985961",1,0,0,0
"LOC105371444",1,0,0,0
"PLA2G2E",1,0,0,0
"ZNF470-DT",1,0,0,0
"MUC17",0.742108238521282,0.670280062599836,0,0
"MIR6730",1,0,0,0
"KANK4",1,0,0,0
"KCNU1",0.742108238521282,0.670280062599836,0,0
"107985367",1,0,0,0
"ANKRD19P",1,0,0,0
"KRT13",0.742108238521282,0.670280062599836,0,0
"105372117",1,0,0,0
"NLRP7",0.742108238521282,0.670280062599836,0,0
"GOLGA8M",1,0,0,0
"LOC100507403",1,0,0,0
"SPOCK2",1,0,0,0
"GAGE12C",1,0,0,0
"IP6K3",1,0,0,0
"LPA",1,0,0,0
"LINC02024",1,0,0,0
"LOC105369373",1,0,0,0
"TLX2",1,0,0,0
"LOC284379",1,0,0,0
"SPATA3-AS1",1,0,0,0
"CIMIP5",1,0,0,0
"LOC105377362",1,0,0,0
"LOC112268061",1,0,0,0
"DISC2",1,0,0,0
"F8A1",1,0,0,0
"LINC02594",1,0,0,0
"SH2D1B",1,0,0,0
"CYSRT1",1,0,0,0
"CNR2",1,0,0,0
"LOC344967",1,0,0,0
"PRG2",1,0,0,0
"TMCO2",1,0,0,0
"LOC101927445",1,0,0,0
"ADGRD2",1,0,0,0
"LOC101928421",1,0,0,0
"IGFN1",0.742108238521282,0.670280062599836,0,0
"TMPRSS9",0.742108238521282,0.670280062599836,0,0
"TMEM82",1,0,0,0
"LOC107987043",1,0,0,0
"LOC107984352",1,0,0,0
"LOC105370827",1,0,0,0
"MIR1184-1",1,0,0,0
"SGCZ",1,0,0,0
"GAGE12B",0.617988307121335,0,0.786187288285245,0
"FCGBP",1,0,0,0
"LOC107984714",1,0,0,0
"CHP2",1,0,0,0
"LOC102724736",1,0,0,0
"COL7A1",0.53961814226692,0.487388851657797,0.686486975707545,0
"PABPN1L",1,0,0,0
"SNORA51",1,0,0,0
"ANKRD62",1,0,0,0
"CIMIP7",1,0,0,0
"CRIM1-DT",1,0,0,0
"LOC105374191",1,0,0,0
"CR2",1,0,0,0
"CASR",1,0,0,0
"LINC01012",1,0,0,0
"LOC107985044",1,0,0,0
"LINC00359",1,0,0,0
"LOC107985563",1,0,0,0
"LOC112268311",1,0,0,0
"FAM66C",1,0,0,0
"TTTY15",1,0,0,0
"JAKMIP1",0.742108238521282,0.670280062599836,0,0
"LOC105369171",1,0,0,0
"RFPL4B",1,0,0,0
"AURKAP1",1,0,0,0
"SNORD35B",1,0,0,0
"PGA5",0.742108238521282,0.670280062599836,0,0
"ANKK1",0.742108238521282,0.670280062599836,0,0
"CEACAM22P",1,0,0,0
"CPN1",1,0,0,0
"GOLGA8K",1,0,0,0
"LOC105373234",1,0,0,0
"FOXH1",0.617988307121335,0,0.786187288285245,0
"NPY5R",1,0,0,0
"ACRV1",1,0,0,0
"TTC6",1,0,0,0
"HAPLN2",0.742108238521282,0.670280062599836,0,0
"CNTNAP2",1,0,0,0
"PRSS46P",1,0,0,0
"LOC112268102",1,0,0,0
"BEX2",1,0,0,0
"LOC105373585",1,0,0,0
"FLJ45513",1,0,0,0
"SSX2",1,0,0,0
"LOC440910",1,0,0,0
"LINC02181",1,0,0,0
"PRTN3",1,0,0,0
"LINC02245",1,0,0,0
"PSG6",1,0,0,0
"UPK2",1,0,0,0
"LOC100134317",1,0,0,0
"LOC105374304",1,0,0,0
"F2RL3",0.742108238521282,0.670280062599836,0,0
"ZNF695",1,0,0,0
"ANKRD2",1,0,0,0
"LOC107984185",1,0,0,0
"LOC105370032",1,0,0,0
"RIPPLY3",1,0,0,0
"LOC105378329",1,0,0,0
"ITIH2",1,0,0,0
"ZNF556",1,0,0,0
"IL17C",1,0,0,0
"DPPA4",1,0,0,0
"SRARP",1,0,0,0
"OPRD1",1,0,0,0
"LOC105372049",1,0,0,0
"TRIM34",1,0,0,0
"TBL1Y",0.742108238521282,0.670280062599836,0,0
"TMEM177",1,0,0,0
"112268318",1,0,0,0
"LOC112268070",1,0,0,0
"LOC105373062",1,0,0,0
"UCKL1-AS1",1,0,0,0
"LOC101929326",1,0,0,0
"OR4P4",1,0,0,0
"ADIG",1,0,0,0
"MMP8",1,0,0,0
"LOC101928266",1,0,0,0
"ZNF724",1,0,0,0
"ANO7",1,0,0,0
"ELMOD1",0.53961814226692,0.487388851657797,0.686486975707545,0
"TMEM130",1,0,0,0
"MAPK8IP1P2",1,0,0,0
"ZNF527",1,0,0,0
"LOC107985002",1,0,0,0
"ZBTB32",1,0,0,0
"GAGE12F",1,0,0,0
"LOC105374308",1,0,0,0
"AMTN",0.53961814226692,0.487388851657797,0.686486975707545,0
"FLJ33534",1,0,0,0
"LINC00967",1,0,0,0
"LYNX1-SLURP2",1,0,0,0
"SLURP2",0.53961814226692,0.487388851657797,0.686486975707545,0
"PRAMEF4",1,0,0,0
"KDM4A-AS1",1,0,0,0
"LOC105373080",1,0,0,0
"GALNT13",1,0,0,0
"BRD8",1,0,0,0
"ACAN",1,0,0,0
"TINCR",1,0,0,0
"CKMT1A",1,0,0,0
"GAGE12E",1,0,0,0
"SLC17A8",1,0,0,0
"LGALS17A",1,0,0,0
"LOC107987401",1,0,0,0
"PPP3CB-AS1",1,0,0,0
"OR5AC2",1,0,0,0
"LOC105369389",1,0,0,0
"ALDH3B2",0.742108238521282,0.670280062599836,0,0
"GSC",0.742108238521282,0.670280062599836,0,0
"GSTT2",1,0,0,0
"DEFA4",0.742108238521282,0.670280062599836,0,0
"GALR1",1,0,0,0
"SERTM2",0.53961814226692,0.487388851657797,0.686486975707545,0
"LINC00578",1,0,0,0
"LOC101060224",1,0,0,0
"GAGE12D",1,0,0,0
"FAM74A7",1,0,0,0
"BSND",1,0,0,0
"LOC105377388",1,0,0,0
"COX7A2",1,0,0,0
"NPAP1L",1,0,0,0
"TMSB4Y",1,0,0,0
"LOC100129931",1,0,0,0
"PRAMEF11",1,0,0,0
"LOC101927898",1,0,0,0
"SCGB1D2",1,0,0,0
"LINC00842",1,0,0,0
"SLC14A2",1,0,0,0
"POTEE",1,0,0,0
"FAM224B",1,0,0,0
"RNASE7",0.742108238521282,0.670280062599836,0,0
"KANSL1-AS1",1,0,0,0
"LOC107987100",1,0,0,0
"MKLN1-AS",1,0,0,0
"ZNF878",1,0,0,0
"YWHAH-AS1",1,0,0,0
"CLCA3P",1,0,0,0
"C4orf3",1,0,0,0
"WEE2",1,0,0,0
"MYLK3",1,0,0,0
"KCNQ2",1,0,0,0
"LOC105375724",1,0,0,0
"LOC440700",1,0,0,0
"CRTAC1",1,0,0,0
"MATCAP2",1,0,0,0
"LOC112268245",1,0,0,0
"LRRTM2",1,0,0,0
"101929356",1,0,0,0
"LOC107987097",1,0,0,0
"SDAD1-AS1",1,0,0,0
"LOC105371114",1,0,0,0
"101927012",1,0,0,0
"LOC105374426",1,0,0,0
"CHIT1",0.53961814226692,0.487388851657797,0.686486975707545,0
"KASH5",1,0,0,0
"LRRC71",0.742108238521282,0.670280062599836,0,0
"LOC105370204",1,0,0,0
"AZGP1P1",1,0,0,0
"GFOD3P",1,0,0,0
"MS4A10",1,0,0,0
"112268457",1,0,0,0
"KRT14",1,0,0,0
"PLA2G4E",1,0,0,0
"CT45A6",1,0,0,0
"LINC00311",1,0,0,0
"LOC100335030",1,0,0,0
"ATP2B3",1,0,0,0
"ADGB",0.742108238521282,0.670280062599836,0,0
"LINC00304",1,0,0,0
"NUTM2E",1,0,0,0
"KLK6",0.742108238521282,0.670280062599836,0,0
"LINC00968",1,0,0,0
"105378951",1,0,0,0
"BIRC7",1,0,0,0
"SCN5A",1,0,0,0
"PRDX1",0.617988307121335,0,0.786187288285245,0
"MPZ",1,0,0,0
"TRIM40",1,0,0,0
"USP6",1,0,0,0
"KLF3-AS1",1,0,0,0
"CTRC",0.617988307121335,0,0.786187288285245,0
"PKHD1",1,0,0,0
"CYP2W1",0.742108238521282,0.670280062599836,0,0
"DNAJC5G",0.742108238521282,0.670280062599836,0,0
"NPIPB6",0.742108238521282,0.670280062599836,0,0
"LRRC63",1,0,0,0
"PRKY",0.742108238521282,0.670280062599836,0,0
"105375333",1,0,0,0
"CT45A5",1,0,0,0
"NLRP8",1,0,0,0
"ALG1L9P",1,0,0,0
"RGS8",1,0,0,0
"LOC101929227",1,0,0,0
"TMEM215",1,0,0,0
"CT45A9",0.742108238521282,0.670280062599836,0,0
"LOC102723461",1,0,0,0
"LOC112268081",1,0,0,0
"VLDLR-AS1",1,0,0,0
"LOC101929208",1,0,0,0
"LOC107986461",1,0,0,0
"FCN2",0.742108238521282,0.670280062599836,0,0
"EMSLR",1,0,0,0
"LOC105378751",1,0,0,0
"MATN1-AS1",1,0,0,0
"NLRP11",1,0,0,0
"LINC01994",1,0,0,0
"SPINK9",1,0,0,0
"TARM1",1,0,0,0
"LOC112268064",1,0,0,0
"PURPL",1,0,0,0
"CASKIN1",0.742108238521282,0.670280062599836,0,0
"KRT2",1,0,0,0
"LINC00511",1,0,0,0
"CPA1",1,0,0,0
"LOC101928491",1,0,0,0
"LY6D",0.742108238521282,0.670280062599836,0,0
"IPO5P1",1,0,0,0
"LINC01901",1,0,0,0
"LOC284788",1,0,0,0
"ETDB",0.53961814226692,0.487388851657797,0.686486975707545,0
"MS4A13",1,0,0,0
"RNF183",0.742108238521282,0.670280062599836,0,0
"LOC105375059",1,0,0,0
"EPCIP",1,0,0,0
"SLC7A14",1,0,0,0
"SYNGR3",1,0,0,0
"107984344",1,0,0,0
"APOBEC3H",1,0,0,0
"FAM236D",1,0,0,0
"FAM53B-AS1",1,0,0,0
"DIP2C-AS1",1,0,0,0
"SLC28A2",0.742108238521282,0.670280062599836,0,0
"IQCJ",0.617988307121335,0,0.786187288285245,0
"ITGAD",1,0,0,0
"LOC105378248",1,0,0,0
"HLA-B",0.617988307121335,0,0.786187288285245,0
"LCE3D",1,0,0,0
"LOC105377576",1,0,0,0
"105377973",1,0,0,0
"LOC105373451",1,0,0,0
"LINC02766",1,0,0,0
"ZFAND2A-DT",1,0,0,0
"GSTT2B",1,0,0,0
"LOC105371376",1,0,0,0
"LINC02849",1,0,0,0
"RBM33-DT",1,0,0,0
"RAB6C-AS1",1,0,0,0
"SLFN14",1,0,0,0
"LOC105373262",1,0,0,0
"DLG1-AS1",1,0,0,0
"PTGES3L-AARSD1",1,0,0,0
"MINDY1",1,0,0,0
"OPRM1",1,0,0,0
"OTOAP1",1,0,0,0
"MOGAT2",1,0,0,0
"LOC105370651",1,0,0,0
"BCAN",1,0,0,0
"107986649",1,0,0,0
"ANKRD30A",1,0,0,0
"LINC00663",1,0,0,0
"CYP4A11",1,0,0,0
"LINC01502",1,0,0,0
"KIR2DL3",1,0,0,0
"SNORA80B",1,0,0,0
"LINC01093",1,0,0,0
"LINC01632",1,0,0,0
"FAM25BP",1,0,0,0
"CTB-3M24.3",1,0,0,0
"FNDC8",1,0,0,0
"WDR88",1,0,0,0
"LOC102723633",1,0,0,0
"C2CD4A",0.742108238521282,0.670280062599836,0,0
"LOC105375294",1,0,0,0
"LOC112268419",1,0,0,0
"LOC102724146",1,0,0,0
"LINC02338",1,0,0,0
"LOC112268030",1,0,0,0
"LOC107986476",1,0,0,0
"PGA4",0.742108238521282,0.670280062599836,0,0
"ANP32A-IT1",1,0,0,0
"DPYSL5",1,0,0,0
"PM20D1",1,0,0,0
"LINC02476",1,0,0,0
"LOC105369363",1,0,0,0
"LL0XNC01-250H12.3",1,0,0,0
"IL37",1,0,0,0
"GAD2",1,0,0,0
"107986123",1,0,0,0
"B3GNT6",0.742108238521282,0.670280062599836,0,0
"MUC3A",1,0,0,0
"PSG11",0.742108238521282,0.670280062599836,0,0
"PTGES3L",1,0,0,0
"105379185",1,0,0,0
"FAM236C",1,0,0,0
"PRDM7",1,0,0,0
"SNORD87",1,0,0,0
"ME3-DT",1,0,0,0
"LOC101928095",1,0,0,0
"HOTAIRM1",1,0,0,0
"SLC22A8",1,0,0,0
"FIGNL2",1,0,0,0
"LOC105375315",1,0,0,0
"LINC02905",1,0,0,0
"CNTN2",1,0,0,0
"KRT6A",0.742108238521282,0.670280062599836,0,0
"LOC101929201",1,0,0,0
"PPY",0.53961814226692,0.487388851657797,0.686486975707545,0
"LOC101928782",1,0,0,0
"CYP2A7",0.742108238521282,0.670280062599836,0,0
"RNF138P1",1,0,0,0
"LOC105371637",1,0,0,0
"HTATSF1P2",1,0,0,0
"ORC4",1,0,0,0
"107987388",1,0,0,0
"LOC105372709",1,0,0,0
"LOC101929586",1,0,0,0
"ZBTB3",1,0,0,0
"LOC107987107",1,0,0,0
"NXF4",1,0,0,0
"ATP4A",1,0,0,0
"PSG10P",1,0,0,0
"IGLL3P",1,0,0,0
"IGSF21",1,0,0,0
"LOC105377743",1,0,0,0
"HAPLN1",1,0,0,0
"MAP3K9-DT",1,0,0,0
"CA14",1,0,0,0
"LY6G6D",1,0,0,0
"PIK3CA-DT",1,0,0,0
"107984032",1,0,0,0
"FAR2P2",1,0,0,0
"TMEM151B",0.742108238521282,0.670280062599836,0,0
"SLC47A2",1,0,0,0
"LINC02209",1,0,0,0
"LINC01567",1,0,0,0
"PITPNM2-AS1",1,0,0,0
"IGSF11",1,0,0,0
"LOC105378606",1,0,0,0
"NHLH2",1,0,0,0
"GFI1B",1,0,0,0
"AZIN2",1,0,0,0
"105379857",1,0,0,0
"CCHCR1",1,0,0,0
"LOC107987007",1,0,0,0
"LOC107987224",1,0,0,0
"ATP12A",0.742108238521282,0.670280062599836,0,0
"ESM1",1,0,0,0
"FAM197Y2",1,0,0,0
"LINC00671",1,0,0,0
"XKR5",1,0,0,0
"LOC105378116",1,0,0,0
"FAM197Y7",1,0,0,0
"LOC107987027",1,0,0,0
"SLC28A1",0.742108238521282,0.670280062599836,0,0
"CFHR3",1,0,0,0
"RFPL4A",0.742108238521282,0.670280062599836,0,0
"FAM224A",1,0,0,0
"TACR3",1,0,0,0
"TTTY14",1,0,0,0
"NLGN1",1,0,0,0
"LOC105373881",1,0,0,0
"LOC107984548",1,0,0,0
"TLX1",0.742108238521282,0.670280062599836,0,0
"DMBX1",1,0,0,0
"DDX3Y",0.53961814226692,0.487388851657797,0.686486975707545,0
"PAX5",1,0,0,0
"LINC01492",1,0,0,0
"LOC107985541",1,0,0,0
"KRT79",1,0,0,0
"112268238",1,0,0,0
"SPMAP1",1,0,0,0
"SNORA73A",1,0,0,0
"IGFL1",1,0,0,0
"GAGE12G",1,0,0,0
"MAJIN",0.742108238521282,0.670280062599836,0,0
"ZNF723",1,0,0,0
"AGXT",0.742108238521282,0.670280062599836,0,0
"LOC112268151",1,0,0,0
"SMIM38",0.617988307121335,0,0.786187288285245,0
"SNORA73B",1,0,0,0
"PCAT7",1,0,0,0
"ZAR1",1,0,0,0
"THAP3P1",1,0,0,0
"C2orf88",1,0,0,0
"LINC02071",1,0,0,0
"ACSS2",1,0,0,0
"LOC105371498",1,0,0,0
"ILF3-DT",1,0,0,0
"LINC00221",1,0,0,0
"NTSR1",1,0,0,0
"TRIM67",1,0,0,0
"SLN",1,0,0,0
"LALBA",1,0,0,0
"TPTE2P3",1,0,0,0
"105374314",1,0,0,0
"LOC105371578",1,0,0,0
"CT45A8",0.742108238521282,0.670280062599836,0,0
"NAT8",1,0,0,0
"LOC101929050",1,0,0,0
"WFDC10B",0.617988307121335,0,0.786187288285245,0
"GPX5",1,0,0,0
"LOC105371864",1,0,0,0
"LOC105376829",1,0,0,0
"R3HDML",1,0,0,0
"RP1L1",0.742108238521282,0.670280062599836,0,0
"HOXB-AS3",1,0,0,0
"PRLH",0.617988307121335,0,0.786187288285245,0
"112267959",1,0,0,0
"GFAP",1,0,0,0
"DUXAP10",1,0,0,0
"USP9Y",1,0,0,0
"FTLP10",1,0,0,0
"LOC105379481",1,0,0,0
"LOC105375634",1,0,0,0
"LOC112268118",1,0,0,0
"LOC645261",1,0,0,0
"CXorf66",1,0,0,0
"RBP2",1,0,0,0
"LINC01532",1,0,0,0
"LINC00330",1,0,0,0
"101928096",1,0,0,0
"GPR199P",1,0,0,0
"CT45A3",1,0,0,0
"LOC105374127",1,0,0,0
"LOC107984766",1,0,0,0
"MAGEB18",1,0,0,0
"LINC00102",1,0,0,0
"LINC01633",1,0,0,0
"LOC102723842",1,0,0,0
"ADH6",0.742108238521282,0.670280062599836,0,0
"LOC107984960",1,0,0,0
"LOC105372249",1,0,0,0
"KLK9",1,0,0,0
"LOC105378561",1,0,0,0
"ENTREP3",1,0,0,0
"AOC4P",1,0,0,0
"HORMAD2-AS1",1,0,0,0
"FAM197Y3",1,0,0,0
"OR7E5P",1,0,0,0
"SNORA48B",1,0,0,0
"SLC22A1",1,0,0,0
"ACTE1P",1,0,0,0
"C12orf76",1,0,0,0
"DEFA5",1,0,0,0
"TMEM145",1,0,0,0
"CCL3L3",1,0,0,0
"LOC105370077",1,0,0,0
"LINC02018",1,0,0,0
"CACNA1A",0.589094188963293,0,0,0.808064376476083
"LOC105376352",1,0,0,0
"PRSS57",0.742108238521282,0.670280062599836,0,0
"TMEM44",1,0,0,0
"LOC107984191",1,0,0,0
"OOEP",1,0,0,0
"LOC102723561",1,0,0,0
"PRRT1B",1,0,0,0
"FAM27E5",1,0,0,0
"CH17-125A10.2",1,0,0,0
"LOC105376207",1,0,0,0
"HAO2",1,0,0,0
"TMEM179",1,0,0,0
"LOC102724859",1,0,0,0
"LINC00309",1,0,0,0
"IGF2BP1",1,0,0,0
"CHRNA4",0.742108238521282,0.670280062599836,0,0
"MAG",1,0,0,0
"GOLGA8J",1,0,0,0
"IL12B",1,0,0,0
"DSG3",1,0,0,0
"SLC10A2",1,0,0,0
"LOC105372442",1,0,0,0
"LEMD1-DT",1,0,0,0
"NLRP10",1,0,0,0
"PIWIL3",1,0,0,0
"MRGPRE",1,0,0,0
"LINC01047",1,0,0,0
"PYCARD-AS1",1,0,0,0
"CT45A7",1,0,0,0
"LOC101928543",1,0,0,0
"GUCY1A1",1,0,0,0
"LOC100422781",1,0,0,0
"EGFLAM-AS4",1,0,0,0
"SNORD59B",1,0,0,0
"HELT",0.53961814226692,0.487388851657797,0.686486975707545,0
"TMPRSS11BNL",1,0,0,0
"BTG2-DT",1,0,0,0
"LRFN2",1,0,0,0
"105370516",1,0,0,0
"CLCA2",0.742108238521282,0.670280062599836,0,0
"LOC105377921",1,0,0,0
"LOC105372107",1,0,0,0
"MAGEC3",0.742108238521282,0.670280062599836,0,0
"NRXN3",1,0,0,0
"CH507-42P11.6",1,0,0,0
"112267872",1,0,0,0
"PAH",1,0,0,0
"SPMIP1",1,0,0,0
"LOC100130027",1,0,0,0
"NDST3",1,0,0,0
"LINC03062",1,0,0,0
"SERTM1",1,0,0,0
"HOXD-AS2",1,0,0,0
"GPR17",0.742108238521282,0.670280062599836,0,0
"LSAMP-AS1",1,0,0,0
"DISP3",1,0,0,0
"LINC02444",1,0,0,0
"PLGLB1",1,0,0,0
"LOC101929814",1,0,0,0
"AFDN-DT",1,0,0,0
"SNORD37",1,0,0,0
"TRM-CAT1-1",1,0,0,0
"CCDC140",1,0,0,0
"NXNL1",1,0,0,0
"EIF1AY",1,0,0,0
"CRABP1",0.617988307121335,0,0.786187288285245,0
"CCNP",1,0,0,0
"DLX2",1,0,0,0
"LOC105370846",1,0,0,0
"SNORD35A",1,0,0,0
"LOC112268261",1,0,0,0
"SIRPG-AS1",1,0,0,0
"LINC02261",1,0,0,0
"FAM25G",1,0,0,0
"C12orf71",1,0,0,0
"ATP11AUN",1,0,0,0
"LOC105370764",1,0,0,0
"LOC105370972",1,0,0,0
"LOC105372383",1,0,0,0
"LOC105372637",1,0,0,0
"HP",0.742108238521282,0.670280062599836,0,0
"TRIM31-AS1",1,0,0,0
"RPS4Y1",1,0,0,0
"SLFNL1",0.742108238521282,0.670280062599836,0,0
"RASGEF1C",1,0,0,0
"SMIM17",0.617988307121335,0,0.786187288285245,0
"LINC02891",1,0,0,0
"LOC105378735",1,0,0,0
"LINC00537",1,0,0,0
"DUXA",1,0,0,0
"ETDA",0.742108238521282,0.670280062599836,0,0
"DSTNP2",1,0,0,0
"GOLGA6L2",1,0,0,0
"LOC105376090",1,0,0,0
"TNNI1",1,0,0,0
"CES1P1",1,0,0,0
"107987181",1,0,0,0
"LOC654780",1,0,0,0
"107984747",1,0,0,0
"LOC101927452",1,0,0,0
"BEND7",1,0,0,0
"PDE4DIPP2",1,0,0,0
"CALN1",0.617988307121335,0,0.786187288285245,0
"PDZD9",1,0,0,0
"105378487",1,0,0,0
"INA",1,0,0,0
"LINC02930",1,0,0,0
"SCN3A",1,0,0,0
"ALLC",0.742108238521282,0.670280062599836,0,0
"NUDT16-DT",1,0,0,0
"RGSL1",1,0,0,0
"LHX9",1,0,0,0
"ASCL3",0.742108238521282,0.670280062599836,0,0
"KRT3",1,0,0,0
"LOC441666",1,0,0,0
"NPHS1",1,0,0,0
"BVES-AS1",1,0,0,0
"KDM5D",0.742108238521282,0.670280062599836,0,0
"LOC105371771",1,0,0,0
"GUCY2EP",1,0,0,0
"DEFA3",1,0,0,0
"105370849",1,0,0,0
"ZNF847P",1,0,0,0
"SLC25A53",1,0,0,0
"CSNK1G2-AS1",1,0,0,0
"PTF1A",1,0,0,0
"SLC25A47",0.742108238521282,0.670280062599836,0,0
"LOC105372659",1,0,0,0
"DSCAM",1,0,0,0
"LINC01848",1,0,0,0
"TRIM10",0.742108238521282,0.670280062599836,0,0
"LINC01283",1,0,0,0
"LOC101928331",1,0,0,0
"ARHGAP39",1,0,0,0
"105376980",1,0,0,0
"ENTPD3-AS1",1,0,0,0
"LOC107987000",1,0,0,0
"CT45A2",1,0,0,0
"SVOP",1,0,0,0
"WT1",1,0,0,0
"FGF8",1,0,0,0
"GLYATL3",1,0,0,0
"GRIN1",1,0,0,0
"LINC02142",1,0,0,0
"C18orf63",1,0,0,0
"GSTA5",1,0,0,0
"LOC101927345",1,0,0,0
"NALF2",1,0,0,0
"LINC02860",1,0,0,0
"MYOT",1,0,0,0
"LINC02443",1,0,0,0
"LOC105377763",1,0,0,0
"KISS1",0.53961814226692,0.487388851657797,0.686486975707545,0
"CALB1",1,0,0,0
"HBBP1",1,0,0,0
"C5orf52",1,0,0,0
"CHGA",1,0,0,0
"PRKCG",1,0,0,0
"SPINK4",0.742108238521282,0.670280062599836,0,0
"ZNF818P",1,0,0,0
"LOC105372647",1,0,0,0
"ALDOB",1,0,0,0
"FAM239A",1,0,0,0
"ZFP57",1,0,0,0
"KRT74",1,0,0,0
"GPR37L1",1,0,0,0
"SERPINB4",0.742108238521282,0.670280062599836,0,0
"GABRA5",0.617988307121335,0,0.786187288285245,0
"112268282",1,0,0,0
"ATP6V1B1-AS1",1,0,0,0
"PATE2",1,0,0,0
"LINC02515",1,0,0,0
"C10orf53",1,0,0,0
"LORICRIN",1,0,0,0
"ZNF771",1,0,0,0
"112268190",1,0,0,0
"SERHL",1,0,0,0
"RHAG",1,0,0,0
"USH1C",0.742108238521282,0.670280062599836,0,0
"112268254",1,0,0,0
"ADORA2A-AS1",1,0,0,0
"LOC102724625",1,0,0,0
"GAL3ST3",1,0,0,0
"FAM197Y6",1,0,0,0
"ETV3L",1,0,0,0
"CDH20",0.742108238521282,0.670280062599836,0,0
"DEFB136",1,0,0,0
"SLC19A4P",1,0,0,0
"TTTY18",1,0,0,0
"FAM197Y8",1,0,0,0
"PPIAP46",1,0,0,0
"CIMAP1D",1,0,0,0
"LINC01554",1,0,0,0
"AMY2A",1,0,0,0
"CHAT",1,0,0,0
"KIAA1210",1,0,0,0
"LINC02837",1,0,0,0
"THEM5",1,0,0,0
"SSX1",1,0,0,0
"CDH7",1,0,0,0
"LOC105372725",1,0,0,0
"105376886",1,0,0,0
"KRT42P",1,0,0,0
"LINC01993",1,0,0,0
"HCG11",1,0,0,0
"LOC105377989",1,0,0,0
"FRG1EP",1,0,0,0
"SCN4A",1,0,0,0
"ANKRD34C",1,0,0,0
"MT1B",1,0,0,0
"ANKRD40CL",1,0,0,0
"KRT75",1,0,0,0
"EPHA6",1,0,0,0
"NOS1",1,0,0,0
"IBSP",1,0,0,0
"IL36A",0.742108238521282,0.670280062599836,0,0
"SLC6A17",0.742108238521282,0.670280062599836,0,0
"FAM197Y4",1,0,0,0
"ENPP6",1,0,0,0
"SUGCT-AS1",1,0,0,0
"LAIR2",1,0,0,0
"SPAG11B",0.617988307121335,0,0.786187288285245,0
"RBPJL",1,0,0,0
"LOC105371903",1,0,0,0
"LOC105370624",1,0,0,0
"LOC107987223",1,0,0,0
"105370690",1,0,0,0
"LOC105378890",1,0,0,0
"GABRR3",1,0,0,0
"DUXAP9",1,0,0,0
"LRRC37A5P",1,0,0,0
"HAND2",1,0,0,0
"NLRP4",1,0,0,0
"NSMCE1-DT",1,0,0,0
"SNAP91",1,0,0,0
"CHRM2",1,0,0,0
"KIR3DX1",1,0,0,0
"102724092",1,0,0,0
"ZIC1",1,0,0,0
"OSTCP1",1,0,0,0
"STK4-DT",1,0,0,0
"112267943",1,0,0,0
"POTEJ",1,0,0,0
"KIRREL2",1,0,0,0
"GBA3",1,0,0,0
"STPG4",1,0,0,0
"DSC1",1,0,0,0
"IZUMO1R",1,0,0,0
"LOC107984940",1,0,0,0
"EMILIN3",1,0,0,0
"FAM197Y5",1,0,0,0
"MYH13",1,0,0,0
"SLC13A2",1,0,0,0
"IGHG4",1,0,0,0
"PPEF2",1,0,0,0
"PIWIL1",1,0,0,0
"ARSF",1,0,0,0
"H1-10-AS1",1,0,0,0
"105377077",1,0,0,0
"CHAD",0.742108238521282,0.670280062599836,0,0
"CPLX3",1,0,0,0
"LOC102723313",1,0,0,0
"PAEP",0.742108238521282,0.670280062599836,0,0
"SRMS",1,0,0,0
"TSSK3",0.742108238521282,0.670280062599836,0,0
"ASPG",1,0,0,0
"107985851",1,0,0,0
"LOC107984805",1,0,0,0
"CALHM3",1,0,0,0
"ZCCHC12",1,0,0,0
"KRT83",1,0,0,0
"L3MBTL2-AS1",1,0,0,0
"GAGE12J",1,0,0,0
"112267989",1,0,0,0
"LOC105370338",1,0,0,0
"LOC339166",1,0,0,0
"LINC01650",1,0,0,0
"MIR6820",1,0,0,0
"OLIG2",0.617988307121335,0,0.786187288285245,0
"C6orf58",0.589094188963293,0,0,0.808064376476083
"FDCSP",0.742108238521282,0.670280062599836,0,0
"LOC105377567",1,0,0,0
"LOC105374933",1,0,0,0
"TAC1",0.53961814226692,0.487388851657797,0.686486975707545,0
"SPHKAP",1,0,0,0
"GNG13",1,0,0,0
